date,supply_ETH,act_addr_ETH,market_dom_ETH
2023-01-20,120551690.89859842,402071,18.895447424373213
2023-01-21,120551739.16624916,395244,18.95505883807904
2023-01-22,120551960.19310506,349698,18.729866467532936
2023-01-23,120551860.06990409,364281,18.684102484315517
2023-01-24,120551366.13153984,381085,18.51578647831388
2023-01-25,120551071.43074276,387462,17.697492486780597
2023-01-26,120550751.02295074,404763,18.33974776266249
2023-01-27,120550418.06804334,435483,18.234528480629894
2023-01-28,120550641.71204495,372468,18.011346458524176
2023-01-29,120550471.90886179,384454,17.898797036978234
2023-01-30,120550398.9556929,427070,18.152804368146068
2023-01-31,120549657.34247825,431339,17.999802298027483
2023-02-01,120548789.08386196,420331,17.985846688129705
2023-02-02,120547734.37581985,436301,18.14923876740145
2023-02-03,120546558.68268609,405039,18.237865611500002
2023-02-04,120546017.07033174,421477,18.299995211180395
2023-02-05,120545752.71979553,437400,18.348276688278194
2023-02-06,120545063.75471132,425159,18.25272407456365
2023-02-07,120543607.03350691,432238,18.242241888285246
2023-02-08,120541930.54802841,424991,18.314328653055675
2023-02-09,120540062.64819153,405122,18.313986723117
2023-02-10,120539252.42008288,419620,18.167632136708143
2023-02-11,120539216.59103717,380981,17.896125308441835
2023-02-12,120539266.3366267,378777,17.96371638881294
2023-02-13,120538559.83496962,422701,17.8079607592959
2023-02-14,120534830.68105814,454784,17.74135732049562
2023-02-15,120532690.11553489,442240,18.008384863734875
2023-02-16,120530425.81780592,434425,18.006568653444305
2023-02-17,120528593.30755615,409476,18.13436243829633
2023-02-18,120527651.48608728,378594,18.116774499512328
2023-02-19,120526939.6064239,374210,18.012268170855485
2023-02-20,120525555.90402004,400515,17.321905952438737
2023-02-21,120524041.4054784,425291,17.958032529063
2023-02-22,120522170.07706992,424089,17.83455959328846
2023-02-23,120518491.0009048,459204,17.821375014389304
2023-02-24,120515136.41293542,478622,17.987296540892384
2023-02-25,120513774.29044068,440070,18.019387688551554
2023-02-26,120512481.38388339,439398,17.951873738607038
2023-02-27,120510696.29342382,440778,18.142774949609862
2023-02-28,120508668.62790723,409427,18.146614935786992
2023-03-01,120505240.51721196,430444,18.10416159770138
2023-03-02,120502543.96305065,453900,18.368931768702055
2023-03-03,120499399.48300955,435286,18.351485837691545
2023-03-04,120497730.55463345,377170,18.20476190676508
2023-03-05,120495463.01515606,361349,18.257077142110443
2023-03-06,120491516.44774467,397416,18.151153341604452
2023-03-07,120487953.21367474,393203,18.23288877223494
2023-03-08,120484219.08960362,390077,18.310075399010465
2023-03-09,120479848.93785468,413586,18.365703383122213
2023-03-10,120476522.8086471,415704,18.141830950975827
2023-03-11,120461019.39784107,375019,18.105518795142746
2023-03-12,120459276.79666579,391593,18.563483225257684
2023-03-13,120455891.93285595,529511,18.706359192776553
2023-03-14,120452687.39741725,456907,18.53888191076796
2023-03-15,120450121.58380115,446170,18.58105138230463
2023-03-16,120448277.08174282,412601,18.536564225255574
2023-03-17,120446194.87784396,444550,18.368805302827763
2023-03-18,120445651.43772663,422651,18.32545797694956
2023-03-19,120445029.62796803,400123,18.326523060226684
2023-03-20,120443865.70950149,469290,18.095966075906247
2023-03-21,120443108.38749053,455086,17.954239670467732
2023-03-22,120442110.22887063,455211,18.182533183963596
2023-03-23,120440537.90876006,461335,18.066477034826253
2023-03-24,120438857.24429461,445540,18.255478323757686
2023-03-25,120438364.23473857,432209,18.126636739202375
2023-03-26,120437880.40569596,406762,18.076543762868248
2023-03-27,120435303.44967096,445595,18.117032522478105
2023-03-28,120432765.41137189,493134,17.976986190265507
2023-03-29,120429579.71527585,514236,18.34083232023604
2023-03-30,120425977.22662346,512738,18.044269224020955
2023-03-31,120423465.78088112,481199,18.189096570233
2023-04-01,120422160.59866787,425144,17.57730795083236
2023-04-02,120421142.7120555,399448,18.21528174337551
2023-04-03,120418338.24585308,422763,18.17172789759989
2023-04-04,120415264.4421619,441466,18.398530965782893
2023-04-05,120411173.82606067,468287,18.707207447390836
2023-04-06,120408339.28840423,427818,18.970413836605058
2023-04-07,120406546.51655804,452086,18.78032159380672
2023-04-08,120405333.29728076,384526,18.775343625265837
2023-04-09,120404245.77804048,381111,18.653271410782835
2023-04-10,120402425.84537181,443366,18.599824782971954
2023-04-11,120400010.19398347,465552,18.53276600826301
2023-04-12,120399026.59658957,436713,18.20154951443883
2023-04-13,120396485.79623057,517262,18.622046911913387
2023-04-14,120393571.23026139,534524,18.957187492996216
2023-04-15,120391692.80993636,513077,19.577647404240274
2023-04-16,120389398.86831811,370416,19.468799668379514
2023-04-17,120385599.81078894,381529,19.58593210546314
2023-04-18,120378243.24661708,387124,19.583847712492446
2023-04-19,120366628.3935821,368422,19.390949767598713
