nb_neurons,nb_iter,random_state,accuracy,accuracy_test
4.0,1000.0,0.0,0.520935960591133,0.4230769230769231
4.0,1000.0,1.0,0.49261083743842365,0.3076923076923077
4.0,1000.0,2.0,0.5283251231527094,0.46153846153846156
4.0,1000.0,3.0,0.5147783251231527,0.34615384615384615
4.0,1000.0,4.0,0.5135467980295566,0.3076923076923077
4.0,2000.0,0.0,0.5270935960591133,0.46153846153846156
4.0,2000.0,1.0,0.49261083743842365,0.34615384615384615
4.0,2000.0,2.0,0.5381773399014779,0.46153846153846156
4.0,2000.0,3.0,0.5172413793103449,0.38461538461538464
4.0,2000.0,4.0,0.5172413793103449,0.34615384615384615
4.0,4000.0,0.0,0.5307881773399015,0.38461538461538464
4.0,4000.0,1.0,0.49507389162561577,0.34615384615384615
4.0,4000.0,2.0,0.5431034482758621,0.46153846153846156
4.0,4000.0,3.0,0.5246305418719212,0.38461538461538464
4.0,4000.0,4.0,0.5221674876847291,0.2692307692307692
4.0,8000.0,0.0,0.5332512315270936,0.34615384615384615
4.0,8000.0,1.0,0.5049261083743842,0.38461538461538464
4.0,8000.0,2.0,0.5492610837438424,0.46153846153846156
4.0,8000.0,3.0,0.5381773399014779,0.38461538461538464
4.0,8000.0,4.0,0.520935960591133,0.34615384615384615
4.0,16000.0,0.0,0.5246305418719212,0.34615384615384615
4.0,16000.0,1.0,0.5135467980295566,0.3076923076923077
4.0,16000.0,2.0,0.562807881773399,0.5
4.0,16000.0,3.0,0.5603448275862069,0.34615384615384615
4.0,16000.0,4.0,0.5160098522167488,0.38461538461538464
4.0,32000.0,0.0,0.5283251231527094,0.34615384615384615
4.0,32000.0,1.0,0.5554187192118226,0.4230769230769231
4.0,32000.0,2.0,0.5615763546798029,0.5769230769230769
4.0,32000.0,3.0,0.5381773399014779,0.3076923076923077
4.0,32000.0,4.0,0.5246305418719212,0.3076923076923077
8.0,1000.0,0.0,0.5283251231527094,0.5
8.0,1000.0,1.0,0.5344827586206896,0.38461538461538464
8.0,1000.0,2.0,0.5357142857142857,0.3076923076923077
8.0,1000.0,3.0,0.5554187192118226,0.4230769230769231
8.0,1000.0,4.0,0.5554187192118226,0.3076923076923077
8.0,2000.0,0.0,0.5517241379310345,0.5
8.0,2000.0,1.0,0.5603448275862069,0.4230769230769231
8.0,2000.0,2.0,0.541871921182266,0.46153846153846156
8.0,2000.0,3.0,0.5726600985221675,0.4230769230769231
8.0,2000.0,4.0,0.5554187192118226,0.34615384615384615
8.0,4000.0,0.0,0.5652709359605911,0.5384615384615384
8.0,4000.0,1.0,0.583743842364532,0.4230769230769231
8.0,4000.0,2.0,0.562807881773399,0.38461538461538464
8.0,4000.0,3.0,0.5788177339901478,0.4230769230769231
8.0,4000.0,4.0,0.5701970443349754,0.34615384615384615
8.0,8000.0,0.0,0.5652709359605911,0.5769230769230769
8.0,8000.0,1.0,0.5849753694581281,0.4230769230769231
8.0,8000.0,2.0,0.5738916256157636,0.5
8.0,8000.0,3.0,0.5886699507389163,0.4230769230769231
8.0,8000.0,4.0,0.5652709359605911,0.4230769230769231
8.0,16000.0,0.0,0.5886699507389163,0.5384615384615384
8.0,16000.0,1.0,0.5985221674876847,0.4230769230769231
8.0,16000.0,2.0,0.5775862068965517,0.46153846153846156
8.0,16000.0,3.0,0.5812807881773399,0.46153846153846156
