nb_neurons,nb_iter,random_state,accuracy,accuracy_test
32.0,1000.0,0.0,0.7205346294046172,0.6666666666666666
32.0,1000.0,1.0,0.7193195625759417,0.6
32.0,1000.0,2.0,0.7266099635479951,0.4666666666666667
32.0,1000.0,3.0,0.7217496962332929,0.6
32.0,1000.0,4.0,0.7108140947752126,0.6
32.0,2000.0,0.0,0.7812879708383961,0.6
32.0,2000.0,1.0,0.8007290400972054,0.4
32.0,2000.0,2.0,0.7982989064398542,0.5333333333333333
32.0,2000.0,3.0,0.8031591737545565,0.6
32.0,2000.0,4.0,0.7910085054678008,0.5333333333333333
32.0,4000.0,0.0,0.8469015795868773,0.6
32.0,4000.0,1.0,0.8481166464155528,0.4
32.0,4000.0,2.0,0.8869987849331713,0.4666666666666667
32.0,4000.0,3.0,0.8541919805589308,0.8
32.0,4000.0,4.0,0.8760631834750912,0.4666666666666667
32.0,8000.0,0.0,0.913730255164034,0.6
32.0,8000.0,1.0,0.9125151883353585,0.26666666666666666
32.0,8000.0,2.0,0.9416767922235723,0.4666666666666667
32.0,8000.0,3.0,0.9149453219927096,0.7333333333333333
32.0,8000.0,4.0,0.9222357229647631,0.4
32.0,16000.0,0.0,0.9671931956257594,0.5333333333333333
32.0,16000.0,1.0,0.9708383961117861,0.4666666666666667
32.0,16000.0,2.0,0.9878493317132442,0.4
32.0,16000.0,3.0,0.9805589307411907,0.6666666666666666
32.0,16000.0,4.0,0.982989064398542,0.3333333333333333
32.0,32000.0,0.0,1.0,0.6
32.0,32000.0,1.0,1.0,0.4666666666666667
32.0,32000.0,2.0,1.0,0.4
32.0,32000.0,3.0,1.0,0.6
32.0,32000.0,4.0,1.0,0.3333333333333333
64.0,1000.0,0.0,0.8493317132442284,0.6
64.0,1000.0,1.0,0.8408262454434994,0.6
64.0,1000.0,2.0,0.8663426488456865,0.6
64.0,1000.0,3.0,0.8566221142162819,0.6
64.0,1000.0,4.0,0.8554070473876063,0.5333333333333333
64.0,2000.0,0.0,0.9611178614823815,0.5333333333333333
64.0,2000.0,1.0,0.968408262454435,0.4666666666666667
64.0,2000.0,2.0,0.9635479951397327,0.4666666666666667
64.0,2000.0,3.0,0.959902794653706,0.5333333333333333
64.0,2000.0,4.0,0.9635479951397327,0.6
64.0,4000.0,0.0,1.0,0.6
64.0,4000.0,1.0,1.0,0.5333333333333333
64.0,4000.0,2.0,1.0,0.3333333333333333
64.0,4000.0,3.0,1.0,0.4
64.0,4000.0,4.0,1.0,0.5333333333333333
64.0,8000.0,0.0,1.0,0.5333333333333333
64.0,8000.0,1.0,1.0,0.6
64.0,8000.0,2.0,1.0,0.4666666666666667
64.0,8000.0,3.0,1.0,0.4666666666666667
64.0,8000.0,4.0,1.0,0.4666666666666667
64.0,16000.0,0.0,1.0,0.5333333333333333
64.0,16000.0,1.0,1.0,0.6666666666666666
64.0,16000.0,2.0,1.0,0.4666666666666667
64.0,16000.0,3.0,1.0,0.4
64.0,16000.0,4.0,1.0,0.4666666666666667
64.0,32000.0,0.0,1.0,0.5333333333333333
64.0,32000.0,1.0,1.0,0.7333333333333333
64.0,32000.0,2.0,1.0,0.4666666666666667
64.0,32000.0,3.0,1.0,0.4
64.0,32000.0,4.0,1.0,0.4666666666666667
128.0,1000.0,0.0,0.9659781287970839,0.5333333333333333
128.0,1000.0,1.0,0.9756986634264885,0.6
128.0,1000.0,2.0,0.9635479951397327,0.6
128.0,1000.0,3.0,0.9732685297691372,0.5333333333333333
128.0,1000.0,4.0,0.9635479951397327,0.4
128.0,2000.0,0.0,1.0,0.6
128.0,2000.0,1.0,1.0,0.6
128.0,2000.0,2.0,1.0,0.6
128.0,2000.0,3.0,1.0,0.6
128.0,2000.0,4.0,1.0,0.3333333333333333
128.0,4000.0,0.0,1.0,0.6
128.0,4000.0,1.0,1.0,0.5333333333333333
128.0,4000.0,2.0,1.0,0.4666666666666667
128.0,4000.0,3.0,1.0,0.5333333333333333
128.0,4000.0,4.0,1.0,0.3333333333333333
128.0,8000.0,0.0,1.0,0.5333333333333333
128.0,8000.0,1.0,1.0,0.5333333333333333
128.0,8000.0,2.0,1.0,0.4666666666666667
128.0,8000.0,3.0,1.0,0.6
128.0,8000.0,4.0,1.0,0.3333333333333333
128.0,16000.0,0.0,1.0,0.4666666666666667
128.0,16000.0,1.0,1.0,0.4666666666666667
128.0,16000.0,2.0,1.0,0.4666666666666667
128.0,16000.0,3.0,1.0,0.6
128.0,16000.0,4.0,1.0,0.3333333333333333
128.0,32000.0,0.0,1.0,0.4666666666666667
128.0,32000.0,1.0,1.0,0.4666666666666667
128.0,32000.0,2.0,1.0,0.4666666666666667
128.0,32000.0,3.0,1.0,0.6666666666666666
128.0,32000.0,4.0,1.0,0.4666666666666667
256.0,1000.0,0.0,0.9987849331713244,0.4666666666666667
256.0,1000.0,1.0,1.0,0.5333333333333333
256.0,1000.0,2.0,1.0,0.6666666666666666
256.0,1000.0,3.0,1.0,0.4666666666666667
256.0,1000.0,4.0,1.0,0.6
256.0,2000.0,0.0,1.0,0.4666666666666667
256.0,2000.0,1.0,1.0,0.4666666666666667
256.0,2000.0,2.0,1.0,0.6666666666666666
256.0,2000.0,3.0,1.0,0.4666666666666667
256.0,2000.0,4.0,1.0,0.5333333333333333
256.0,4000.0,0.0,1.0,0.3333333333333333
256.0,4000.0,1.0,1.0,0.4
256.0,4000.0,2.0,1.0,0.6666666666666666
256.0,4000.0,3.0,1.0,0.4666666666666667
256.0,4000.0,4.0,1.0,0.6666666666666666
256.0,8000.0,0.0,1.0,0.4
256.0,8000.0,1.0,1.0,0.4666666666666667
256.0,8000.0,2.0,1.0,0.6666666666666666
256.0,8000.0,3.0,1.0,0.4666666666666667
256.0,8000.0,4.0,1.0,0.5333333333333333
256.0,16000.0,0.0,1.0,0.4
256.0,16000.0,1.0,1.0,0.5333333333333333
256.0,16000.0,2.0,1.0,0.6666666666666666
256.0,16000.0,3.0,1.0,0.4666666666666667
256.0,16000.0,4.0,1.0,0.4666666666666667
256.0,32000.0,0.0,1.0,0.4
256.0,32000.0,1.0,1.0,0.5333333333333333
256.0,32000.0,2.0,1.0,0.6666666666666666
256.0,32000.0,3.0,1.0,0.5333333333333333
256.0,32000.0,4.0,1.0,0.4666666666666667
