nb_neurons,nb_iter,random_state,accuracy,accuracy_test
8.0,1000.0,0.0,0.574726609963548,0.26666666666666666
8.0,1000.0,1.0,0.5577156743620899,0.6666666666666666
8.0,1000.0,2.0,0.5735115431348724,0.6
8.0,1000.0,3.0,0.5820170109356014,0.6
8.0,1000.0,4.0,0.5589307411907655,0.4
8.0,2000.0,0.0,0.606318347509113,0.3333333333333333
8.0,2000.0,1.0,0.5820170109356014,0.6
8.0,2000.0,2.0,0.5710814094775213,0.6666666666666666
8.0,2000.0,3.0,0.5735115431348724,0.6666666666666666
8.0,2000.0,4.0,0.5917375455650061,0.4666666666666667
8.0,4000.0,0.0,0.6245443499392467,0.4
8.0,4000.0,1.0,0.6184690157958688,0.5333333333333333
8.0,4000.0,2.0,0.583232077764277,0.6
8.0,4000.0,3.0,0.5953827460510328,0.6
8.0,4000.0,4.0,0.5978128797083839,0.5333333333333333
8.0,8000.0,0.0,0.6208991494532199,0.3333333333333333
8.0,8000.0,1.0,0.6123936816524909,0.4666666666666667
8.0,8000.0,2.0,0.5856622114216282,0.6666666666666666
8.0,8000.0,3.0,0.5856622114216282,0.6666666666666666
8.0,8000.0,4.0,0.6123936816524909,0.4666666666666667
8.0,16000.0,0.0,0.6294046172539489,0.2
8.0,16000.0,1.0,0.6196840826245443,0.5333333333333333
8.0,16000.0,2.0,0.5893074119076549,0.6666666666666666
8.0,16000.0,3.0,0.6148238153098421,0.6
8.0,16000.0,4.0,0.6184690157958688,0.4666666666666667
8.0,32000.0,0.0,0.6257594167679222,0.2
8.0,32000.0,1.0,0.6281895504252734,0.4
8.0,32000.0,2.0,0.6014580801944107,0.6666666666666666
8.0,32000.0,3.0,0.6123936816524909,0.6
8.0,32000.0,4.0,0.6245443499392467,0.4
16.0,1000.0,0.0,0.6196840826245443,0.3333333333333333
16.0,1000.0,1.0,0.6075334143377886,0.5333333333333333
16.0,1000.0,2.0,0.6294046172539489,0.5333333333333333
16.0,1000.0,3.0,0.6427703523693803,0.6
16.0,1000.0,4.0,0.6269744835965978,0.6666666666666666
16.0,2000.0,0.0,0.6537059538274606,0.3333333333333333
16.0,2000.0,1.0,0.6452004860267315,0.6
16.0,2000.0,2.0,0.6439854191980559,0.4
16.0,2000.0,3.0,0.6707168894289186,0.6
16.0,2000.0,4.0,0.6488456865127582,0.6666666666666666
16.0,4000.0,0.0,0.6901579586877278,0.5333333333333333
16.0,4000.0,1.0,0.675577156743621,0.4666666666666667
16.0,4000.0,2.0,0.6622114216281896,0.6
16.0,4000.0,3.0,0.701093560145808,0.6
16.0,4000.0,4.0,0.6865127582017011,0.8666666666666667
16.0,8000.0,0.0,0.7108140947752126,0.5333333333333333
16.0,8000.0,1.0,0.7035236938031592,0.4666666666666667
16.0,8000.0,2.0,0.6865127582017011,0.6
16.0,8000.0,3.0,0.7168894289185905,0.6
16.0,8000.0,4.0,0.7120291616038882,0.8
16.0,16000.0,0.0,0.7351154313487241,0.6666666666666666
16.0,16000.0,1.0,0.7205346294046172,0.4
16.0,16000.0,2.0,0.7217496962332929,0.4
16.0,16000.0,3.0,0.7193195625759417,0.6666666666666666
16.0,16000.0,4.0,0.7399756986634265,0.7333333333333333
16.0,32000.0,0.0,0.7569866342648846,0.5333333333333333
16.0,32000.0,1.0,0.7339003645200486,0.4666666666666667
16.0,32000.0,2.0,0.7253948967193196,0.3333333333333333
16.0,32000.0,3.0,0.7302551640340219,0.6666666666666666
16.0,32000.0,4.0,0.7484811664641555,0.7333333333333333
