Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,date,Time
2021-02-16 09:30:00-05:00,3939.610107421875,3950.429931640625,3936.909912109375,3948.080078125,0.0,0.0,0.0,2021-02-16 14:30:00,1613485800000
2021-02-16 10:30:00-05:00,3948.14990234375,3950.06005859375,3932.590087890625,3934.110107421875,300457448.0,0.0,0.0,2021-02-16 15:30:00,1613489400000
2021-02-16 11:30:00-05:00,3932.3798828125,3937.3798828125,3923.85009765625,3936.72998046875,252237147.0,0.0,0.0,2021-02-16 16:30:00,1613493000000
2021-02-16 12:30:00-05:00,3936.639892578125,3938.85009765625,3933.1298828125,3937.39990234375,180931202.0,0.0,0.0,2021-02-16 17:30:00,1613496600000
2021-02-16 13:30:00-05:00,3937.429931640625,3939.989990234375,3933.239990234375,3939.929931640625,185999714.0,0.0,0.0,2021-02-16 18:30:00,1613500200000
2021-02-16 14:30:00-05:00,3939.949951171875,3940.8798828125,3932.659912109375,3935.35009765625,213569624.0,0.0,0.0,2021-02-16 19:30:00,1613503800000
2021-02-16 15:30:00-05:00,3935.22998046875,3937.139892578125,3928.719970703125,3933.2099609375,272777973.0,0.0,0.0,2021-02-16 20:30:00,1613507400000
2021-02-17 09:30:00-05:00,3918.5,3924.2099609375,3900.429931640625,3911.7900390625,0.0,0.0,0.0,2021-02-17 14:30:00,1613572200000
2021-02-17 10:30:00-05:00,3911.840087890625,3920.889892578125,3903.4599609375,3908.760009765625,363486767.0,0.0,0.0,2021-02-17 15:30:00,1613575800000
2021-02-17 11:30:00-05:00,3908.7900390625,3916.35009765625,3902.93994140625,3916.239990234375,234672977.0,0.0,0.0,2021-02-17 16:30:00,1613579400000
2021-02-17 12:30:00-05:00,3916.320068359375,3923.22998046875,3915.550048828125,3922.85009765625,187389383.0,0.0,0.0,2021-02-17 17:30:00,1613583000000
2021-02-17 13:30:00-05:00,3922.800048828125,3928.31005859375,3919.780029296875,3921.050048828125,172419798.0,0.0,0.0,2021-02-17 18:30:00,1613586600000
2021-02-17 14:30:00-05:00,3921.10009765625,3931.02001953125,3920.409912109375,3929.02001953125,198596841.0,0.0,0.0,2021-02-17 19:30:00,1613590200000
2021-02-17 15:30:00-05:00,3928.989990234375,3933.610107421875,3927.60009765625,3931.550048828125,263951633.0,0.0,0.0,2021-02-17 20:30:00,1613593800000
2021-02-18 09:30:00-05:00,3915.860107421875,3915.860107421875,3886.02001953125,3891.31005859375,0.0,0.0,0.0,2021-02-18 14:30:00,1613658600000
2021-02-18 10:30:00-05:00,3891.52001953125,3905.35009765625,3885.030029296875,3899.510009765625,281842811.0,0.0,0.0,2021-02-18 15:30:00,1613662200000
2021-02-18 11:30:00-05:00,3899.489990234375,3900.97998046875,3889.64990234375,3899.239990234375,202431173.0,0.0,0.0,2021-02-18 16:30:00,1613665800000
2021-02-18 12:30:00-05:00,3899.22998046875,3911.0,3895.77001953125,3909.8798828125,176956238.0,0.0,0.0,2021-02-18 17:30:00,1613669400000
2021-02-18 13:30:00-05:00,3909.89990234375,3916.550048828125,3909.1298828125,3914.409912109375,189207485.0,0.0,0.0,2021-02-18 18:30:00,1613673000000
2021-02-18 14:30:00-05:00,3914.3798828125,3921.27001953125,3912.300048828125,3918.97998046875,196822378.0,0.0,0.0,2021-02-18 19:30:00,1613676600000
2021-02-18 15:30:00-05:00,3918.9599609375,3921.97998046875,3911.780029296875,3913.919921875,291866514.0,0.0,0.0,2021-02-18 20:30:00,1613680200000
2021-02-19 09:30:00-05:00,3921.159912109375,3928.449951171875,3918.3701171875,3924.340087890625,0.0,0.0,0.0,2021-02-19 14:30:00,1613745000000
2021-02-19 10:30:00-05:00,3924.06005859375,3930.35009765625,3922.219970703125,3930.030029296875,253121507.0,0.0,0.0,2021-02-19 15:30:00,1613748600000
2021-02-19 11:30:00-05:00,3929.6298828125,3930.409912109375,3915.570068359375,3916.89990234375,214087016.0,0.0,0.0,2021-02-19 16:30:00,1613752200000
2021-02-19 12:30:00-05:00,3916.89990234375,3917.840087890625,3905.8798828125,3911.260009765625,201346838.0,0.0,0.0,2021-02-19 17:30:00,1613755800000
2021-02-19 13:30:00-05:00,3911.260009765625,3917.06005859375,3904.68994140625,3904.7900390625,202469086.0,0.0,0.0,2021-02-19 18:30:00,1613759400000
2021-02-19 14:30:00-05:00,3905.02001953125,3915.1201171875,3905.02001953125,3913.27001953125,235068037.0,0.0,0.0,2021-02-19 19:30:00,1613763000000
2021-02-19 15:30:00-05:00,3913.35009765625,3916.22998046875,3903.070068359375,3906.8701171875,351010781.0,0.0,0.0,2021-02-19 20:30:00,1613766600000
2021-02-22 09:30:00-05:00,3885.550048828125,3892.360107421875,3874.7099609375,3882.39990234375,0.0,0.0,0.0,2021-02-22 14:30:00,1614004200000
2021-02-22 10:30:00-05:00,3882.39990234375,3887.889892578125,3876.219970703125,3885.820068359375,400035338.0,0.0,0.0,2021-02-22 15:30:00,1614007800000
2021-02-22 11:30:00-05:00,3885.85009765625,3889.110107421875,3882.780029296875,3886.949951171875,273001811.0,0.0,0.0,2021-02-22 16:30:00,1614011400000
2021-02-22 12:30:00-05:00,3886.909912109375,3899.080078125,3885.43994140625,3899.080078125,224402291.0,0.0,0.0,2021-02-22 17:30:00,1614015000000
2021-02-22 13:30:00-05:00,3899.070068359375,3902.919921875,3896.719970703125,3899.110107421875,212208718.0,0.0,0.0,2021-02-22 18:30:00,1614018600000
2021-02-22 14:30:00-05:00,3899.030029296875,3900.010009765625,3883.010009765625,3883.4599609375,295797057.0,0.0,0.0,2021-02-22 19:30:00,1614022200000
2021-02-22 15:30:00-05:00,3883.449951171875,3886.889892578125,3875.659912109375,3877.4599609375,381966558.0,0.0,0.0,2021-02-22 20:30:00,1614025800000
2021-02-23 09:30:00-05:00,3857.070068359375,3857.070068359375,3805.590087890625,3849.8798828125,0.0,0.0,0.0,2021-02-23 14:30:00,1614090600000
2021-02-23 10:30:00-05:00,3850.1201171875,3867.639892578125,3843.800048828125,3853.64990234375,402882544.0,0.0,0.0,2021-02-23 15:30:00,1614094200000
2021-02-23 11:30:00-05:00,3853.7900390625,3860.25,3835.469970703125,3848.800048828125,275290742.0,0.0,0.0,2021-02-23 16:30:00,1614097800000
2021-02-23 12:30:00-05:00,3848.7099609375,3858.22998046875,3832.090087890625,3857.60009765625,264315468.0,0.0,0.0,2021-02-23 17:30:00,1614101400000
