Time,Open,High,Low,Close,Volume,date
1609459200000,28924.9,29023.3,28687.1,28990.9,86.2091887,2021-01-01 00:00:00
1609462800000,28990.9,29469.5,28958.5,29407.0,169.74985417,2021-01-01 01:00:00
1609466400000,29408.9,29462.0,29125.2,29191.3,71.22177097,2021-01-01 02:00:00
1609470000000,29192.9,29346.4,29152.0,29279.5,39.83060176,2021-01-01 03:00:00
1609473600000,29279.6,29380.4,29058.2,29222.7,65.88133785,2021-01-01 04:00:00
1609477200000,29222.6,29237.5,29100.4,29181.1,42.04166136,2021-01-01 05:00:00
1609480800000,29185.3,29258.2,29090.9,29169.9,42.05348595,2021-01-01 06:00:00
1609484400000,29170.0,29186.3,28800.0,29095.4,72.36255439,2021-01-01 07:00:00
1609488000000,29095.4,29177.5,28882.9,29000.2,59.48634965,2021-01-01 08:00:00
1609491600000,29000.1,29308.9,28971.4,29199.3,46.8876824,2021-01-01 09:00:00
1609495200000,29199.3,29350.0,29164.6,29222.1,45.02488534,2021-01-01 10:00:00
1609498800000,29230.4,29411.8,29220.6,29312.7,53.67963643,2021-01-01 11:00:00
1609502400000,29312.7,29607.1,29155.2,29233.6,156.5822102,2021-01-01 12:00:00
1609506000000,29233.6,29466.3,29207.0,29460.7,43.58527284,2021-01-01 13:00:00
1609509600000,29460.7,29531.1,29280.7,29330.3,61.90469413,2021-01-01 14:00:00
1609513200000,29330.3,29389.9,29034.4,29195.9,82.78084833,2021-01-01 15:00:00
1609516800000,29196.0,29358.0,29131.4,29302.0,59.76865988,2021-01-01 16:00:00
1609520400000,29302.0,29338.3,28941.5,29078.1,81.19197136,2021-01-01 17:00:00
1609524000000,29078.1,29258.6,28633.0,29070.9,166.58389075,2021-01-01 18:00:00
1609527600000,29070.9,29120.0,28960.0,29035.4,54.26780407,2021-01-01 19:00:00
1609531200000,29035.5,29275.4,28890.7,29206.5,69.06589168,2021-01-01 20:00:00
1609534800000,29203.7,29286.1,29149.0,29172.6,30.47389857,2021-01-01 21:00:00
1609538400000,29172.7,29327.0,29115.0,29266.8,37.79068286,2021-01-01 22:00:00
1609542000000,29266.8,29333.2,29233.9,29333.2,34.1799947,2021-01-01 23:00:00
1609545600000,29333.2,29333.4,28949.2,29195.0,100.99570947,2021-01-02 00:00:00
1609549200000,29195.0,29405.0,29099.7,29361.6,61.37603315,2021-01-02 01:00:00
1609552800000,29361.6,29464.6,29326.0,29326.9,51.76829281,2021-01-02 02:00:00
1609556400000,29326.7,29380.0,29260.0,29347.9,42.20722652,2021-01-02 03:00:00
1609560000000,29348.0,29391.8,29225.2,29356.9,48.30261661,2021-01-02 04:00:00
1609563600000,29353.2,29595.7,29353.2,29595.4,75.26260372,2021-01-02 05:00:00
1609567200000,29597.1,29749.9,29468.9,29709.4,112.61683737,2021-01-02 06:00:00
1609570800000,29709.5,29816.2,29642.6,29753.8,86.44142173,2021-01-02 07:00:00
1609574400000,29753.8,29844.4,29643.5,29837.2,68.52689586,2021-01-02 08:00:00
1609578000000,29837.2,29899.0,29571.9,29612.8,91.42402502,2021-01-02 09:00:00
1609581600000,29612.7,29824.8,29473.5,29678.0,71.10566092,2021-01-02 10:00:00
1609585200000,29678.3,29774.5,29636.2,29760.4,24.10376909,2021-01-02 11:00:00
1609588800000,29756.4,30881.0,29744.2,30605.9,372.55693634,2021-01-02 12:00:00
1609592400000,30605.9,31530.6,30525.5,31530.6,296.37957709,2021-01-02 13:00:00
1609596000000,31531.4,31556.0,31074.0,31292.8,211.46076729,2021-01-02 14:00:00
1609599600000,31290.1,31818.9,31244.8,31701.9,161.30141506,2021-01-02 15:00:00
1609603200000,31704.3,33032.0,31703.2,32480.9,706.81200118,2021-01-02 16:00:00
1609606800000,32472.2,32968.0,32400.0,32859.2,265.4843752,2021-01-02 17:00:00
1609610400000,32859.1,33286.8,32449.5,32989.1,251.56163162,2021-01-02 18:00:00
1609614000000,32996.4,33217.8,30669.6,33007.6,315.56297905,2021-01-02 19:00:00
1609617600000,33011.8,33042.0,30650.4,30671.1,708.37876556,2021-01-02 20:00:00
1609621200000,30685.2,31918.3,30300.0,31698.3,564.11625777,2021-01-02 21:00:00
