Time,Open,High,Low,Close,Volume,date
1672531200000,16540.1,16540.4,16529.2,16533.3,17.91415092,2023-01-01 00:00:00
1672531500000,16533.3,16536.8,16525.5,16525.6,14.09763069,2023-01-01 00:05:00
1672531800000,16525.6,16528.1,16523.2,16523.2,9.1729335,2023-01-01 00:10:00
1672532100000,16523.3,16537.8,16519.9,16536.4,12.46433965,2023-01-01 00:15:00
1672532400000,16536.5,16539.5,16536.4,16538.3,5.39618096,2023-01-01 00:20:00
1672532700000,16538.2,16541.8,16537.2,16541.8,5.39296073,2023-01-01 00:25:00
1672533000000,16541.8,16541.8,16525.6,16525.7,13.84767331,2023-01-01 00:30:00
1672533300000,16525.7,16526.0,16512.1,16524.0,27.61424328,2023-01-01 00:35:00
1672533600000,16524.0,16524.0,16515.9,16520.5,11.61919691,2023-01-01 00:40:00
1672533900000,16518.8,16538.2,16518.7,16532.4,35.32613605,2023-01-01 00:45:00
1672534200000,16532.4,16532.4,16529.9,16529.9,13.15953386,2023-01-01 00:50:00
1672534500000,16529.9,16536.6,16529.9,16532.5,6.93705094,2023-01-01 00:55:00
1672534800000,16532.6,16536.1,16529.9,16531.5,24.52725317,2023-01-01 01:00:00
1672535100000,16531.5,16538.5,16531.4,16537.5,8.3929937,2023-01-01 01:05:00
1672535400000,16537.6,16540.7,16537.5,16540.6,8.47001218,2023-01-01 01:10:00
1672535700000,16540.7,16540.7,16537.4,16537.4,10.40758424,2023-01-01 01:15:00
1672536000000,16537.5,16537.5,16535.0,16535.1,3.73034857,2023-01-01 01:20:00
1672536300000,16535.1,16535.1,16535.0,16535.1,0.70445377,2023-01-01 01:25:00
1672536600000,16535.0,16535.1,16534.5,16534.5,0.80524205,2023-01-01 01:30:00
1672536900000,16534.5,16538.9,16534.5,16537.0,5.04546387,2023-01-01 01:35:00
1672537200000,16537.0,16539.9,16537.0,16539.9,9.33587073,2023-01-01 01:40:00
1672537500000,16539.8,16545.7,16539.8,16545.6,5.37635761,2023-01-01 01:45:00
1672537800000,16545.6,16545.7,16543.3,16543.4,13.14006237,2023-01-01 01:50:00
1672538100000,16543.3,16554.8,16543.3,16553.4,16.18745612,2023-01-01 01:55:00
1672538400000,16553.5,16553.5,16544.0,16544.0,10.51543395,2023-01-01 02:00:00
1672538700000,16544.0,16544.1,16543.1,16543.2,0.65994247,2023-01-01 02:05:00
1672539000000,16543.1,16550.3,16543.1,16547.0,14.89280569,2023-01-01 02:10:00
1672539300000,16547.0,16551.5,16546.9,16551.5,2.95740325,2023-01-01 02:15:00
1672539600000,16551.4,16551.5,16547.4,16547.4,3.19076453,2023-01-01 02:20:00
1672539900000,16547.5,16552.4,16547.3,16552.4,6.07162287,2023-01-01 02:25:00
1672540200000,16552.4,16556.5,16552.3,16556.3,10.60257389,2023-01-01 02:30:00
1672540500000,16556.2,16556.3,16550.5,16550.5,8.18781015,2023-01-01 02:35:00
1672540800000,16550.5,16550.6,16541.9,16541.9,14.00093171,2023-01-01 02:40:00
1672541100000,16541.8,16543.3,16540.8,16543.3,8.4677724,2023-01-01 02:45:00
1672541400000,16543.3,16544.0,16543.2,16543.9,3.29017575,2023-01-01 02:50:00
1672541700000,16543.9,16545.0,16543.9,16544.9,6.25949179,2023-01-01 02:55:00
1672542000000,16544.9,16545.0,16524.9,16531.2,42.62466577,2023-01-01 03:00:00
1672542300000,16531.3,16531.3,16527.6,16528.5,7.97287684,2023-01-01 03:05:00
1672542600000,16528.5,16528.6,16528.5,16528.6,1.52855702,2023-01-01 03:10:00
1672542900000,16528.5,16528.6,16521.6,16521.8,6.19469266,2023-01-01 03:15:00
1672543200000,16521.7,16528.8,16521.7,16528.7,21.27403916,2023-01-01 03:20:00
1672543500000,16528.7,16529.4,16528.7,16529.3,1.6840983,2023-01-01 03:25:00
1672543800000,16529.4,16530.8,16529.3,16530.8,1.56971507,2023-01-01 03:30:00
1672544100000,16530.8,16533.2,16530.7,16533.1,3.80835774,2023-01-01 03:35:00
1672544400000,16533.2,16534.4,16533.2,16534.3,2.47900878,2023-01-01 03:40:00
1672544700000,16534.3,16534.4,16533.1,16533.1,6.54045278,2023-01-01 03:45:00
